ID;CODE_GENDER;FLAG_OW0_CAR;FLAG_OW0_REALT1;CNT_CHILDREN;AMT_INCOME_TOTAL;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;FLAG_MOBIL;FLAG_WORK_PHONE;FLAG_PHONE;FLAG_EMAIL;JOB;BEGIN_MONTHS;STATUS;TARGET
192639;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;36;5;0
192757;0;1;0;0;1;1;1;1;27;6;1;0;0;0;4;1;2;0
192914;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;5;5;0
193351;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;3;5;0
193566;1;1;0;0;1;1;1;1;50;4;1;0;1;0;9;41;2;0
194079;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;31;5;0
194102;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;8;5;0
194861;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;5;5;0
195029;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;47;2;0
195056;0;0;0;0;1;1;0;0;27;0;1;1;0;0;4;29;2;0
195284;1;0;0;2;1;1;1;1;39;13;1;0;0;0;5;21;5;0
195317;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;26;5;0
195538;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;13;4;0
195556;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;37;3;0
196614;1;0;1;0;1;1;0;1;39;9;1;0;0;0;3;0;5;0
196975;0;0;0;0;1;3;0;1;31;0;1;1;1;0;5;12;4;0
197188;1;0;1;2;1;4;1;1;37;15;1;0;1;0;3;2;5;0
197523;1;0;1;0;1;0;4;1;46;6;1;1;1;0;13;37;2;0
198108;0;1;1;1;1;4;0;1;51;17;1;0;0;0;0;1;2;0
198404;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;3;5;0
198409;0;1;1;0;1;1;1;1;49;9;1;0;0;0;4;32;3;0
198440;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;44;4;0
199299;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;35;5;0
199488;1;0;1;0;1;1;4;1;52;5;1;0;0;0;9;20;2;0
199554;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;45;5;0
199835;1;1;1;2;1;1;1;1;37;6;1;0;1;0;2;15;2;0
199996;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;20;5;0
200300;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;0;5;0
200556;1;0;1;0;1;4;0;3;29;5;1;0;0;0;3;38;4;0
200690;1;1;1;0;1;4;2;1;32;0;1;1;1;0;9;43;3;0
200849;1;1;1;0;1;1;2;1;49;25;1;0;0;0;10;1;4;0
201516;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;38;5;0
201624;0;1;0;0;1;1;0;1;44;1;1;0;0;0;2;10;5;0
201648;1;0;0;0;1;4;1;1;31;6;1;0;1;0;8;26;3;0
202054;1;0;0;0;1;1;1;1;55;3;1;1;1;0;11;19;2;0
202174;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;26;5;0
202338;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;14;2;0
202371;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;41;5;0
202461;1;0;1;0;1;1;1;1;39;9;1;0;0;0;3;17;5;0
202481;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;6;5;0
202716;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;7;5;0
202846;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;42;2;0
203117;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;17;5;0
203146;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;15;5;0
203740;0;0;1;1;1;1;0;1;35;0;1;0;0;0;2;42;5;0
203944;1;0;0;0;1;1;0;1;51;10;1;0;0;0;2;13;5;0
204073;1;0;1;0;1;1;1;1;51;22;1;0;0;0;0;16;5;0
204191;1;0;1;0;1;1;1;1;55;4;1;0;0;0;16;34;2;0
204700;0;0;0;0;1;1;2;1;38;0;1;1;0;0;12;7;2;0
204749;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;2;5;0
204764;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;14;5;0
205488;0;0;1;0;1;1;0;1;46;0;1;0;0;0;2;16;5;0
205778;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;13;4;0
205904;0;0;0;0;2;1;0;3;25;1;1;0;0;0;9;28;2;0
205910;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;23;3;0
205925;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;40;5;0
206036;1;1;1;0;1;1;2;1;49;25;1;0;0;0;10;3;2;0
206046;1;0;1;0;1;1;3;1;38;2;1;0;0;0;3;9;2;0
206447;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;24;5;0
206615;1;0;1;0;1;4;0;3;29;5;1;0;0;0;3;27;3;0
207235;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;39;5;0
208113;0;1;1;0;1;4;1;1;34;14;1;0;0;1;2;12;5;0
208179;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;3;5;0
208584;1;1;1;0;1;4;1;1;30;4;1;1;0;0;8;22;2;0
209442;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;51;5;0
209860;0;1;0;1;1;1;1;1;26;2;1;0;0;0;2;0;4;0
209928;1;0;1;0;1;4;0;3;29;5;1;0;0;0;3;25;5;0
209963;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;3;5;0
210394;1;0;1;2;1;1;1;1;45;1;1;1;1;0;9;6;3;0
210454;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;4;5;0
210470;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;8;5;0
211018;1;0;0;0;1;1;1;1;55;4;1;1;1;0;5;37;2;0
211276;0;1;1;0;1;4;1;1;34;14;1;0;0;1;2;4;5;0
211640;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;1;5;0
212226;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;44;2;0
212506;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;5;5;0
212746;1;1;1;0;1;1;0;1;33;3;1;0;1;0;5;24;2;0
212852;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;36;5;0
212857;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;20;5;0
213104;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;14;4;0
213251;1;0;1;2;1;0;2;0;27;5;1;1;0;0;9;46;5;0
213388;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;33;5;0
213773;0;0;0;0;1;1;0;0;27;0;1;1;0;0;4;39;2;0
213936;1;0;0;0;1;1;2;3;56;0;1;0;0;0;2;16;2;0
214000;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;7;5;0
214054;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;32;5;0
214066;0;1;0;1;1;1;1;1;30;3;1;0;0;0;2;40;3;0
214378;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;18;5;0
214566;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;12;5;0
214655;1;1;1;0;1;1;1;1;51;5;1;1;0;0;0;18;2;0
214786;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;21;5;0
214954;1;1;1;0;1;4;1;1;47;8;1;0;1;0;3;13;3;0
215023;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;42;2;0
215073;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;47;5;0
215181;0;0;0;1;1;1;1;3;41;18;1;0;0;0;3;33;5;0
215298;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;13;3;0
215453;1;1;0;0;1;1;1;1;50;4;1;0;1;0;9;46;2;0
215551;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;9;2;0
215558;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;29;3;0
215811;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;49;5;0
216014;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;15;5;0
216865;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;26;5;0
217521;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;20;5;0
217612;1;0;1;1;3;1;0;1;42;2;1;0;0;0;16;6;5;0
218752;1;0;1;2;1;1;1;1;47;20;1;0;0;0;3;23;4;0
219136;1;1;1;1;1;4;1;0;30;6;1;0;0;0;8;49;2;0
219210;1;0;1;0;1;1;1;1;54;12;1;0;0;0;2;4;2;0
219676;1;0;1;0;1;0;0;2;32;13;1;0;0;0;13;5;5;0
219746;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;1;5;0
220216;1;0;1;0;1;0;4;1;46;6;1;1;1;0;13;34;5;0
220247;0;0;1;0;2;1;1;1;30;9;1;0;0;0;5;13;3;0
220526;1;0;1;1;1;3;1;3;29;0;1;1;1;0;3;16;2;0
220761;1;0;1;0;1;1;4;1;39;2;1;0;1;0;0;2;3;0
221010;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;24;5;0
221084;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;52;5;0
221732;0;0;0;1;1;1;1;1;44;3;1;0;0;0;4;23;5;0
222133;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;16;5;0
222285;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;2;5;0
222842;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;32;5;0
223032;1;0;1;2;1;0;2;0;27;5;1;1;0;0;9;50;2;0
223755;0;1;1;2;1;1;1;1;47;1;1;0;0;0;2;11;5;0
223758;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;24;5;0
224386;1;0;1;1;2;4;1;1;36;13;1;0;0;0;0;9;2;0
225329;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;42;5;0
225398;0;0;0;1;1;1;1;1;44;3;1;0;0;0;4;24;5;0
225746;0;0;0;1;2;4;1;1;30;1;1;1;1;0;0;15;2;0
227098;1;0;1;1;1;1;1;1;51;11;1;0;0;0;8;18;5;0
227993;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;41;5;0
228336;1;1;0;1;1;1;2;1;33;5;1;0;0;0;2;13;2;0
228872;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;41;5;0
228944;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;38;5;0
229058;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;24;5;0
229239;1;1;0;2;1;1;1;1;38;8;1;0;0;0;2;17;2;0
229264;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;0;5;0
229692;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;26;5;0
229803;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;2;5;0
229974;0;0;1;0;2;4;0;1;28;1;1;0;0;1;2;0;4;0
230508;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;8;5;0
230591;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;19;5;0
231400;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;53;5;0
231824;1;0;1;1;1;3;1;1;29;3;1;0;1;0;9;16;5;0
231883;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;19;5;0
231901;1;0;0;0;0;1;1;1;50;10;1;1;1;0;3;26;2;0
232843;1;0;0;1;1;1;1;1;29;4;1;1;1;0;8;3;2;0
232931;0;0;0;0;1;1;1;1;50;19;1;1;0;0;2;30;4;0
234013;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;2;5;0
234195;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;3;3;0
234443;1;0;0;0;1;4;3;1;51;4;1;0;1;0;5;11;3;0
234998;0;1;1;2;1;1;1;1;47;1;1;0;0;0;2;13;5;0
236482;1;1;0;0;1;1;1;1;28;0;1;0;0;0;2;51;2;0
236715;1;0;0;1;1;1;1;1;29;4;1;1;1;0;8;26;2;0
236944;1;0;1;0;1;0;4;1;46;6;1;1;1;0;13;36;3;0
237252;1;0;1;0;1;1;2;1;45;1;1;0;0;0;2;25;2;0
237562;0;0;0;1;2;4;1;1;48;6;1;0;0;1;0;4;3;0
237782;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;22;5;0
238138;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;24;5;0
238285;0;1;1;0;1;4;1;1;48;8;1;0;0;0;4;30;2;0
238419;1;0;1;2;1;1;1;1;47;20;1;0;0;0;3;22;5;0
239027;1;0;1;0;1;4;0;1;28;2;1;0;0;0;9;41;2;0
239056;0;0;1;0;1;1;1;1;41;1;1;1;1;0;2;37;3;0
239978;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;15;2;0
240726;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;14;5;0
240741;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;16;5;0
240760;0;1;0;1;1;1;0;1;35;4;1;0;1;0;2;1;3;0
241088;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;1;5;0
241097;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;9;5;0
241548;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;42;4;0
241758;1;0;1;2;1;1;1;1;45;1;1;1;1;0;9;3;5;0
241828;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;32;5;0
242031;1;0;1;1;1;3;1;1;29;3;1;0;1;0;9;3;5;0
242145;0;1;1;0;1;1;1;1;49;9;1;0;0;0;4;10;3;0
242260;0;0;0;0;1;1;1;1;40;3;1;1;1;0;2;2;5;0
242346;1;0;1;0;1;1;1;1;51;22;1;0;0;0;0;14;5;0
242415;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;20;5;0
242592;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;45;4;0
242783;0;0;0;0;1;3;0;1;31;0;1;1;1;0;5;14;2;0
243126;0;0;0;1;1;1;1;1;29;2;1;1;1;0;2;52;3;0
243358;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;36;5;0
243508;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;21;4;0
243574;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;0;5;0
243890;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;10;5;0
244250;1;1;0;1;1;4;1;2;26;7;1;0;0;0;2;37;5;0
244356;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;33;5;0
244618;1;0;1;0;1;1;1;1;54;19;1;0;0;0;10;1;5;0
244814;1;0;0;0;1;1;2;1;43;12;1;1;0;0;8;34;2;0
245222;1;0;0;2;1;1;1;1;39;13;1;0;0;0;5;16;5;0
245485;0;0;1;0;2;1;1;1;30;9;1;0;0;0;5;11;4;0
246180;0;1;0;0;1;1;0;1;44;1;1;0;0;0;2;17;5;0
246392;0;0;0;1;1;1;1;1;41;0;1;1;1;0;4;8;5;0
246680;0;1;0;2;2;1;1;1;32;0;1;0;0;0;2;40;2;0
248467;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;2;5;0
248537;1;0;1;0;1;1;2;1;54;9;1;0;0;0;2;20;2;0
248624;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;28;5;0
249110;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;28;5;0
249278;0;0;0;1;1;4;1;1;30;3;1;0;0;0;0;1;2;0
249646;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;35;5;0
249663;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;25;5;0
249979;1;0;0;0;1;4;3;1;51;1;1;0;1;0;3;0;5;0
250749;0;1;1;0;1;1;1;1;29;0;1;0;0;0;2;47;3;0
251100;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;5;3;0
251172;1;0;0;0;1;1;1;1;55;4;1;1;1;0;5;35;2;0
251218;1;0;1;0;1;0;0;2;32;13;1;0;0;0;13;3;5;0
251222;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;6;5;0
251510;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;25;5;0
251669;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;21;4;0
251690;0;0;1;0;1;1;1;1;41;1;1;1;1;0;2;35;2;0
252196;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;32;5;0
252260;1;1;1;2;1;4;1;1;34;13;1;0;0;0;3;30;3;0
253002;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;25;5;0
253008;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;21;5;0
253479;0;1;1;0;1;1;1;1;47;1;1;0;0;1;4;14;2;0
253642;1;1;0;0;1;1;3;1;48;28;1;1;1;0;10;8;3;0
253820;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;7;5;0
254042;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;48;3;0
254095;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;20;5;0
254203;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;16;2;0
254265;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;11;5;0
254539;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;30;5;0
254886;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;16;5;0
254962;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;31;2;0
256076;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;0;5;0
256195;0;1;0;1;2;1;1;1;40;3;1;0;1;0;0;1;5;0
256235;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;15;5;0
256831;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;30;5;0
257399;1;0;0;0;1;4;1;0;54;4;1;0;0;0;8;16;2;0
257419;1;0;0;0;1;1;1;1;55;3;1;1;1;0;11;15;2;0
257583;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;6;4;0
257646;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;2;5;0
257720;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;10;5;0
258077;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;28;5;0
258132;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;9;5;0
258236;0;1;0;0;1;3;0;0;24;2;1;1;0;0;4;6;2;0
258861;1;0;0;2;1;1;1;1;39;13;1;0;0;0;5;23;3;0
258875;0;0;1;0;1;1;1;2;39;7;1;0;0;0;2;25;2;0
259725;1;0;0;0;1;4;1;0;54;4;1;0;0;0;8;15;2;0
260025;1;1;1;0;1;4;1;1;30;4;1;1;0;0;8;15;2;0
260408;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;28;5;0
260482;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;6;5;0
260499;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;16;5;0
260581;1;1;1;0;1;1;1;1;51;5;1;1;0;0;0;16;4;0
260778;0;1;1;0;1;1;2;1;35;0;1;0;0;0;2;47;2;0
260938;0;0;1;0;1;4;1;1;52;7;1;0;1;0;3;42;3;0
261040;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;11;5;0
261096;0;0;0;0;1;1;0;0;27;0;1;1;0;0;4;3;2;0
261549;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;11;5;0
261722;0;1;1;0;1;1;1;1;52;3;1;0;1;0;2;16;5;0
261796;1;0;0;0;1;1;1;1;47;8;1;1;1;0;7;5;5;0
262635;1;0;1;1;1;3;1;1;29;3;1;0;1;0;9;0;5;0
262950;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;36;5;0
263130;0;1;1;0;1;1;1;1;52;3;1;0;1;0;2;20;3;0
263535;1;0;1;2;1;1;1;1;47;20;1;0;0;0;3;21;5;0
263728;1;0;0;0;1;4;0;1;29;6;1;0;0;0;2;4;4;0
263881;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;12;5;0
264203;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;43;5;0
264927;0;1;1;0;1;1;2;1;32;4;1;0;0;1;2;43;4;0
264988;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;8;2;0
265177;1;1;1;0;1;1;1;1;51;5;1;1;0;0;0;5;5;0
265362;1;1;1;0;1;4;1;1;30;4;1;1;0;0;8;50;3;0
265906;1;1;1;0;1;1;1;1;51;5;1;1;0;0;0;17;3;0
266916;1;0;1;0;1;4;0;3;29;5;1;0;0;0;3;39;3;0
267284;1;0;0;0;1;4;3;1;51;1;1;0;1;0;3;1;4;0
268117;1;1;0;2;1;1;1;1;38;8;1;0;0;0;2;50;2;0
268144;0;0;1;0;2;1;1;1;30;9;1;0;0;0;5;4;5;0
268549;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;35;5;0
269045;1;1;0;0;1;1;3;1;48;28;1;1;1;0;10;6;5;0
269092;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;22;5;0
269804;0;0;1;0;1;1;1;1;35;6;1;0;0;0;4;26;2;0
270045;0;0;1;0;1;1;0;1;46;0;1;0;0;0;2;21;5;0
270392;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;10;5;0
270426;1;0;0;1;1;1;0;3;29;3;1;0;0;0;2;44;2;0
270674;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;7;5;0
270786;1;0;1;1;1;3;1;3;29;0;1;1;1;0;3;21;2;0
270806;1;1;1;0;1;4;2;1;32;0;1;1;1;0;9;44;2;0
271095;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;9;5;0
271399;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;13;3;0
271574;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;18;2;0
272292;1;1;0;1;1;4;0;1;44;1;1;1;0;0;9;4;2;0
272342;0;1;0;0;1;1;0;1;55;4;1;0;0;0;4;18;5;0
272709;0;0;0;1;1;1;0;1;35;0;1;0;0;0;2;44;3;0
272971;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;19;5;0
273193;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;3;5;0
273259;0;0;1;0;1;1;1;1;46;0;1;0;0;0;2;22;5;0
273383;0;0;1;0;1;1;0;1;46;0;1;0;0;0;2;17;5;0
274365;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;11;5;0
274880;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;4;5;0
275062;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;33;5;0
276123;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;4;2;0
276264;1;1;0;1;1;4;1;2;26;7;1;0;0;0;2;31;5;0
276959;1;1;0;1;1;1;2;1;33;5;1;0;0;0;2;11;4;0
277027;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;7;4;0
277385;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;36;5;0
277629;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;43;5;0
277915;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;31;2;0
278538;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;14;5;0
278736;0;0;0;1;1;1;1;3;41;18;1;0;0;0;3;26;5;0
278743;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;22;5;0
278786;0;0;0;1;1;1;0;1;35;0;1;0;0;0;2;42;3;0
279238;0;0;1;2;1;1;1;1;34;4;1;0;0;0;3;32;2;0
279408;0;1;1;1;2;1;1;1;49;1;1;0;1;1;3;0;5;0
279656;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;23;4;0
279680;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;34;5;0
279799;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;25;5;0
280148;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;14;5;0
280401;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;8;5;0
280636;0;0;0;0;1;1;0;0;27;0;1;1;0;0;4;38;3;0
280686;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;9;5;0
281445;0;0;1;0;1;3;0;1;27;0;1;0;0;0;2;41;2;0
281500;1;0;1;1;1;3;1;1;29;3;1;0;1;0;9;17;5;0
281633;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;17;5;0
281705;0;1;1;1;2;1;1;1;49;1;1;0;1;1;3;36;5;0
281773;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;4;5;0
281858;1;1;1;1;2;4;1;1;45;8;1;0;0;0;0;14;2;0
281902;0;1;1;0;1;1;1;1;52;3;1;0;1;0;2;19;4;0
282007;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;23;5;0
282173;0;0;1;0;1;4;2;1;48;2;1;0;0;0;8;40;5;0
282269;0;1;1;0;1;1;2;1;35;0;1;0;0;0;2;2;2;0
282570;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;38;5;0
282884;1;0;0;0;1;4;3;1;32;13;1;0;1;1;14;39;2;0
283199;0;0;0;0;1;1;1;1;40;3;1;1;1;0;2;3;5;0
283491;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;34;5;0
283703;1;0;0;0;1;4;1;0;54;4;1;0;0;0;8;24;2;0
283943;1;0;1;0;1;1;1;1;46;15;1;0;0;0;15;1;5;0
284233;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;47;4;0
284567;1;1;0;2;1;4;1;1;33;8;1;1;0;0;9;38;2;0
284769;1;1;1;0;1;4;1;1;47;8;1;0;1;0;3;14;2;0
284847;1;1;1;0;1;4;0;1;30;4;1;1;0;0;8;36;3;0
285161;0;0;1;0;1;1;1;1;35;6;1;0;0;0;4;18;2;0
285378;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;37;5;0
285512;0;1;0;0;1;1;1;1;38;0;1;0;0;0;16;22;2;0
285700;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;8;5;0
286245;1;0;0;2;1;3;1;3;42;6;1;1;0;0;9;44;2;0
286653;0;0;1;0;2;4;0;1;28;1;1;0;0;1;2;27;2;0
286961;1;0;0;2;1;1;1;1;39;13;1;0;0;0;5;17;5;0
287173;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;43;3;0
287567;0;1;1;0;1;1;1;1;41;20;1;0;0;0;3;2;5;0
287579;0;0;0;1;2;4;1;1;48;6;1;0;0;1;0;5;2;0
287642;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;26;5;0
287825;0;0;0;0;1;4;0;1;22;2;1;1;0;0;9;17;2;0
288160;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;46;5;0
288363;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;39;5;0
288930;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;2;5;0
288951;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;5;5;0
289455;1;0;1;0;1;1;0;1;43;2;1;0;0;0;1;45;2;0
289650;0;1;0;2;2;1;1;1;42;7;1;0;1;0;2;4;2;0
289853;0;1;1;1;2;1;1;1;49;1;1;0;1;1;3;4;3;0
289865;1;0;1;1;1;4;1;1;24;4;1;0;0;1;11;2;5;0
290076;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;4;5;0
290270;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;30;2;0
290273;0;1;0;1;1;1;1;1;30;3;1;0;0;0;2;16;3;0
290290;0;1;1;0;1;1;2;1;32;4;1;0;0;1;2;41;5;0
290574;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;27;5;0
290754;1;0;1;1;1;1;1;1;51;11;1;0;0;0;8;23;5;0
290974;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;7;5;0
